"V1","V2","V3","V4","V5"
3.49,6.5525,2.6925,6.22625,3.945
0.232831734236874,-1.33863188881858,-0.877278874896296,-1.46629714703394,-0.577556290904773
-1.35824932180285,0.912768598623785,0.542081729171137,-1.47964702320221,-1.31405145635185
-1.19432171165506,0.971445325208685,0.0826901711941124,-0.717817977267594,-1.03206864457097
-1.27804426805937,0.908364017386879,0.498446491701919,-0.874457007908853,-1.29628651460165
-1.46321276130768,0.589901951519993,0.425394452105914,-0.912419157605525,-1.31787337727752
-1.67995165024298,0.360725199102917,0.850312787217747,0.154054570269283,-0.369248591128215
-1.37875166051836,0.0367436941940092,0.88637669425686,-0.214300902335913,-0.14909205874432
-0.785469220297021,-0.432107842374785,0.0305631225316421,-0.165120158296073,-0.804627359116922
-0.780683062771139,-0.164337621069404,1.21705262137793,-0.884010529607405,-0.0131077548441672
-0.681774315314337,1.26387201725745,1.39134098326569,1.15832550306289,0.745706243862888
-0.649281731975018,1.08473146076134,0.841328323119663,0.594224949676912,0.59601951332378
-0.534955975781116,0.63147798393223,1.32423068521073,0.768406670109652,1.23744423900582
-0.151062120772122,0.84757977585277,1.12581763009174,0.867660679534865,1.50245269996288
0.325495768204561,0.534568267653216,1.12581763009174,0.903725907497164,1.87034581770227
0.131075673736337,0.0142646402393358,0.503060908261006,-0.107566621014785,1.27509730741678
0.111577596531819,-0.189403043085462,0.522910237830281,-0.478636764670942,0.811150213420857
0.901462429392768,0.270075524201904,0.274808134463596,0.382276937623327,0.348770508256002
0.367327923424615,-0.427423653779892,1.10324289296168,-0.0747495123099664,0.721286587315317
0.41344934033126,-0.219698347253648,1.16196907230223,-0.740563740073391,0.859306354388803
2.06228451914181,-3.28491339801946,0.660422302275877,-2.15263741274382,1.08450282555899
